,headline_polarity,convo_polarity,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat,Prediction
1153,0.09,0.19,1.73,-0.64,-1.25,4.49,0.92,0.36,0.07,Buy
1154,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1155,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1156,0.09,0.19,1.17,0.0,-0.25,0.49,0.28,0.47,0.01,Buy
1157,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1158,0.09,0.19,1.65,0.0,0.19,1.5,0.33,2.87,0.06,Buy
1159,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1160,0.09,0.19,1.23,0.0,-1.33,1.19,0.16,0.07,0.08,Buy
1161,0.14,0.05,1.6,0.05,7.62,27.7,0.98,4.82,0.02,Buy
1162,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1163,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1164,0.09,0.19,1.73,0.0,2.95,-9.52,0.92,0.03,0.06,Buy
1165,0.09,0.19,1.6,0.02,11.89,41.27,0.71,5.97,0.17,Buy
1166,0.09,0.19,1.53,-0.33,2.95,1.89,0.15,1.48,0.06,Buy
1167,0.09,0.19,1.37,0.0,-1.81,3.21,0.7,3.93,0.03,Buy
1168,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1169,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1170,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1171,0.09,0.19,1.73,0.0,-0.5,2.37,0.18,2.94,0.06,Buy
1172,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1173,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1174,0.09,0.19,3.79,-0.23,-0.05,1.08,0.02,1.62,0.04,Buy
1175,0.09,0.19,1.73,-0.03,0.39,150.22,0.09,0.88,0.06,Buy
1176,0.09,0.19,1.28,0.14,0.78,3.56,0.79,3.11,0.03,Buy
1177,0.09,0.19,0.62,0.0,-1.54,4.93,0.13,4.4,0.02,Buy
1178,0.18,0.64,1.18,0.13,2.93,4.8,0.73,2.42,0.04,Buy
1179,0.09,0.19,1.73,0.07,3.95,17.72,0.91,8.67,0.06,Buy
1180,0.09,0.19,1.66,0.0,-0.58,0.9,0.21,2.71,0.01,Buy
1181,0.09,0.19,1.73,0.0,-0.66,0.88,0.06,0.78,0.09,Buy
1182,0.09,0.19,1.73,0.0,-0.47,-1.84,0.42,2.95,0.06,Buy
1183,0.09,0.19,2.4,-1.72,-0.21,1.95,0.32,4.05,0.06,Buy
1184,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1185,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1186,0.09,0.19,1.18,0.0,-1.8,0.31,0.98,12.85,0.13,Buy
1187,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1188,0.09,0.19,0.75,0.31,2.87,29.08,0.57,2.05,0.01,Buy
1189,0.22,0.17,0.33,0.05,7.85,118.62,0.98,2.16,0.02,Buy
1190,0.09,0.19,1.73,0.0,2.95,1.59,0.12,2.02,0.03,Buy
1191,0.09,0.19,1.73,0.0,-1.89,-6.16,0.38,6.99,0.04,Buy
1192,0.09,0.19,1.92,0.0,-2.8,1.32,0.08,1.45,0.06,Buy
1193,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1194,0.09,0.19,0.78,0.22,9.96,6.29,0.07,0.33,0.03,Buy
1195,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1196,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1197,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1198,0.09,0.19,1.22,-0.75,0.27,0.84,0.29,2.87,0.02,Buy
1199,0.04,0.05,1.61,0.22,3.54,4.2,0.91,5.59,0.09,Buy
1200,0.09,0.19,1.72,0.0,-1.16,1.12,0.11,1.02,0.01,Buy
1201,0.09,0.19,1.73,0.0,-1.9,1.14,0.02,0.19,0.06,Buy
1202,0.23,0.29,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1203,0.09,0.19,1.73,-0.16,0.3,-9.77,0.36,3.88,0.07,Buy
1204,0.09,0.19,1.29,-0.03,-0.22,2.81,0.75,4.34,0.05,Buy
1205,0.09,0.19,-0.39,0.0,-0.72,0.06,0.3,11.71,0.2,Buy
1206,0.09,0.19,0.78,0.0,-0.67,1.64,0.19,3.39,0.02,Buy
1207,0.09,0.19,1.73,0.0,-0.29,1.93,0.32,3.07,0.06,Buy
1208,0.09,0.19,1.49,0.0,-2.02,1.16,0.9,9.07,0.23,Buy
1209,0.09,0.19,1.73,0.0,-0.31,-3.35,0.41,3.48,0.06,Buy
1210,0.1,0.0,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1211,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1212,0.09,0.19,1.73,0.0,-1.18,6.02,1.04,22.45,0.08,Buy
1213,-0.0,0.1,1.31,-0.5,-2.76,20.71,0.9,8.66,0.07,Buy
1214,0.18,0.23,0.43,0.03,3.32,32.87,0.82,2.08,0.01,Buy
1215,0.12,0.15,1.0,0.08,0.85,6.49,0.87,6.39,0.04,Buy
1216,0.09,0.19,3.02,0.02,0.78,1.17,0.22,3.75,0.06,Buy
1217,0.09,0.19,0.92,0.0,-0.9,1.47,0.25,0.39,0.11,Buy
1218,0.09,0.19,2.18,0.0,-0.91,0.35,0.1,0.76,0.01,Buy
1219,0.09,0.19,1.29,-1.06,-1.58,3.72,0.75,11.91,0.07,Buy
1220,0.09,0.19,1.73,-0.04,0.78,7.2,0.94,1.22,0.01,Buy
1221,0.24,0.32,2.57,-0.32,15.89,60.35,0.89,1.78,0.03,Buy
1222,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1223,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1224,0.09,0.19,1.73,0.0,-2.64,7.98,1.04,11.62,0.16,Buy
1225,-0.0,0.2,1.32,0.36,14.57,47.75,0.81,1.1,0.01,Buy
1226,0.09,0.19,2.4,-0.63,0.1,1.11,0.3,0.92,0.01,Buy
1227,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1228,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1229,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1230,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1231,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1232,0.13,-0.02,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1233,0.09,0.19,1.73,-2.27,-3.68,8.95,0.67,7.42,0.09,Buy
1234,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1235,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1236,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1237,0.09,0.19,1.73,0.0,2.95,-9.85,0.03,7.04,0.06,Buy
1238,0.15,0.18,1.73,0.13,13.11,38.91,0.99,9.12,0.06,Buy
1239,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1240,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1241,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1242,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1243,0.05,0.3,0.9,0.08,6.51,47.18,0.92,3.18,0.02,Buy
1244,0.13,0.29,1.49,0.33,3.31,29.59,0.84,1.54,0.01,Buy
1245,0.11,0.35,1.32,0.1,5.61,17.89,1.0,2.75,0.04,Buy
1246,0.09,0.19,-0.45,-2.71,-2.4,3.93,0.7,4.15,0.05,Buy
1247,0.09,0.19,1.57,0.04,1.67,7.22,0.99,2.88,0.02,Buy
1248,0.09,0.19,1.73,0.0,0.03,0.58,0.03,0.25,0.02,Buy
1249,0.09,0.19,1.79,0.05,0.37,2.88,0.61,0.94,0.02,Buy
1250,0.09,0.19,0.85,-0.49,-0.51,0.95,0.31,11.34,0.07,Buy
1251,0.09,0.19,1.7,0.06,2.05,7.83,0.87,11.41,0.19,Buy
1252,0.09,0.19,1.31,-0.93,-0.98,-1.12,0.92,2.44,0.07,Buy
1253,0.09,0.19,1.73,-0.16,-0.23,4.54,0.93,4.87,0.04,Buy
1254,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1255,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1256,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1257,0.09,0.19,1.73,0.0,-2.27,4.81,0.12,6.92,0.01,Buy
1258,0.09,0.19,2.39,0.05,1.34,7.29,0.89,7.41,0.19,Buy
1259,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1260,0.09,0.19,1.42,0.11,1.77,9.94,0.93,3.83,0.02,Buy
1261,0.18,0.25,1.15,0.17,2.35,19.3,0.56,2.1,0.01,Buy
1262,0.12,0.25,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1263,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1264,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1265,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1266,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1267,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1268,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1269,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1270,-0.01,0.2,0.63,-0.05,0.61,16.6,0.98,4.45,0.04,Buy
1271,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1272,0.09,0.19,1.73,0.51,2.03,13.26,0.34,2.35,0.01,Buy
1273,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1274,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1275,0.09,0.19,1.73,0.0,-2.63,4.81,0.65,1.7,0.01,Buy
1276,0.09,0.19,1.73,-0.35,0.38,2.14,0.28,2.26,0.05,Buy
1277,0.11,0.07,1.73,0.08,2.1,0.72,1.06,6.14,0.03,Buy
1278,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1279,0.09,0.19,1.73,0.0,-0.66,1.78,0.03,0.66,0.06,Buy
1280,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1281,0.09,0.19,1.73,0.0,-2.48,6.18,0.79,2.52,0.0,Buy
1282,0.09,0.19,1.27,0.47,3.9,138.41,0.4,1.16,0.06,Buy
1283,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1284,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1285,0.27,-0.01,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1286,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1287,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1288,0.09,0.19,2.27,0.0,-0.7,0.25,0.13,9.32,0.09,Buy
1289,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1290,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1291,0.09,0.19,1.73,-0.23,-0.04,6.01,0.52,4.3,0.06,Buy
1292,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1293,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1294,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1295,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1296,0.09,0.19,1.08,-1.62,-3.23,5.06,1.07,5.06,0.1,Buy
1297,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1298,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1299,0.09,0.19,1.73,-0.5,0.52,2.08,0.87,10.44,0.23,Buy
1300,0.09,0.19,1.0,-0.16,-0.51,138.26,0.62,7.83,0.06,Buy
1301,0.09,0.19,1.73,-0.07,0.35,2.61,0.5,2.13,0.03,Buy
1302,0.09,0.19,1.1,0.0,-0.38,0.55,0.42,11.45,0.06,Buy
1303,0.09,0.19,3.19,0.0,-0.26,2.97,0.39,4.44,0.17,Buy
1304,0.1,0.13,0.53,-1.17,-3.32,7.78,0.91,3.95,0.04,Buy
1305,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1306,0.05,0.42,1.73,0.27,6.71,17.09,0.82,3.72,0.02,Buy
1307,0.09,0.19,1.73,-0.11,0.19,4.57,0.42,1.55,0.04,Buy
1308,0.09,0.19,0.82,-0.26,0.17,6.53,0.12,0.9,0.02,Buy
1309,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1310,0.09,0.19,2.26,0.0,-1.35,1.79,0.21,3.22,0.01,Buy
1311,0.09,0.19,0.83,1.09,-0.12,16.69,0.73,2.97,0.03,Buy
1312,-0.07,0.5,1.02,0.46,2.48,11.53,0.91,3.27,0.01,Buy
1313,0.09,0.19,1.73,0.0,-0.59,2.26,0.06,3.55,0.03,Buy
1314,0.09,0.19,1.73,0.0,-2.06,5.6,0.51,0.71,0.0,Buy
1315,0.09,0.19,1.73,0.0,-2.01,7.92,0.81,8.51,0.08,Buy
1316,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1317,0.09,0.19,1.05,-1.57,-0.78,3.42,0.11,2.46,0.07,Buy
1318,0.09,0.19,1.89,0.0,-1.57,1.08,0.45,5.61,0.03,Buy
1319,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1320,0.09,0.19,1.53,0.0,-0.71,0.07,0.61,7.43,0.03,Buy
1321,0.09,0.19,2.41,-0.11,-0.12,1.0,0.11,1.71,0.02,Buy
1322,0.09,0.19,-0.76,0.0,-0.5,1.0,0.12,8.36,0.05,Buy
1323,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1324,-0.06,0.44,0.96,0.23,2.16,7.88,0.87,2.95,0.02,Buy
1325,0.18,0.24,1.73,-0.03,0.87,4.47,1.09,1.65,0.07,Buy
1326,0.09,0.19,1.02,0.1,-0.02,5.55,0.52,2.35,0.01,Buy
1327,0.06,0.54,1.03,0.3,110.71,367.95,0.68,1.52,0.06,Buy
1328,0.09,0.36,1.03,0.3,109.45,367.95,0.81,1.79,0.01,Buy
1329,0.09,0.19,0.98,0.0,-2.94,3.09,0.82,15.27,0.15,Buy
1330,0.09,0.19,1.91,0.0,-1.27,3.08,0.08,0.41,0.07,Buy
1331,0.09,0.19,3.77,-0.71,2.95,1.72,0.38,4.04,0.03,Buy
1332,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1333,0.09,0.19,1.7,-0.04,1.02,17.93,1.07,9.49,0.22,Buy
1334,0.09,0.19,1.38,0.13,4.06,14.13,0.83,3.19,0.04,Buy
1335,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1336,0.09,0.19,1.09,-0.02,5.61,12.34,0.27,0.19,0.01,Buy
1337,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1338,0.09,0.19,0.09,-1.57,-2.16,3.62,0.61,1.5,0.03,Buy
1339,0.09,0.19,1.73,0.0,-1.76,-0.98,0.69,2.27,0.01,Buy
1340,0.09,0.19,0.33,-0.18,1.17,12.61,0.09,2.02,0.06,Buy
1341,0.09,0.19,2.94,0.05,0.52,6.11,0.53,3.01,0.09,Buy
1342,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1343,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1344,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1345,0.09,0.19,2.18,-1.61,-3.69,5.05,0.76,8.64,0.2,Buy
1346,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1347,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1348,0.09,0.52,0.63,0.04,1.81,15.37,1.02,5.99,0.08,Buy
1349,0.09,0.19,1.44,0.55,-1.24,0.84,0.95,7.32,0.05,Buy
1350,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1351,0.09,0.19,0.88,0.0,-2.21,2.79,0.88,1.95,0.03,Buy
1352,0.02,0.28,1.73,0.07,5.31,22.14,0.83,6.58,0.05,Buy
1353,0.1,0.38,1.32,0.24,1.42,11.96,0.79,1.97,0.02,Buy
1354,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1355,0.09,0.19,1.24,0.36,1.89,16.16,0.57,2.0,0.0,Buy
1356,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1357,0.09,0.19,1.23,0.08,1.72,13.76,0.62,7.87,0.02,Buy
1358,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1359,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1360,0.09,0.19,1.52,0.11,1.72,8.32,0.65,7.3,0.15,Buy
1361,0.09,0.19,2.16,0.01,2.3,6.75,0.75,4.15,0.03,Buy
1362,0.09,0.19,1.14,0.0,-0.36,1.43,0.21,2.66,0.03,Buy
1363,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1364,0.09,0.19,-1.95,0.0,-0.92,0.74,0.51,4.67,0.27,Buy
1365,0.09,0.19,1.93,0.11,9.75,26.49,1.06,4.97,0.32,Buy
1366,0.09,0.19,1.84,0.18,2.34,3.49,0.24,9.24,0.06,Buy
1367,0.09,0.19,1.14,-0.21,-0.01,2.8,0.05,1.84,0.06,Buy
1368,0.09,0.19,5.5,0.61,2.95,0.51,0.12,0.66,0.06,Buy
1369,0.09,0.19,1.54,0.0,-1.04,4.8,0.23,2.54,0.08,Buy
1370,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1371,0.09,0.19,0.87,-0.03,0.28,5.94,0.32,2.4,0.03,Buy
1372,0.09,0.19,1.73,-0.13,-0.1,1.99,0.92,10.39,0.14,Buy
1373,0.09,0.19,1.73,0.0,-0.3,1.91,0.17,5.69,0.12,Buy
1374,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1375,0.06,0.13,1.18,0.36,3.69,15.31,0.97,2.71,0.03,Buy
1376,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1377,-0.07,0.34,1.19,0.16,9.04,25.92,0.77,2.54,0.01,Buy
1378,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1379,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1380,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1381,0.09,0.19,1.73,-0.06,1.12,5.33,0.02,11.84,0.06,Buy
1382,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1383,0.09,0.19,1.73,0.1,2.84,2.22,0.76,2.78,0.08,Buy
1384,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1385,0.09,0.19,1.38,-2.82,-1.64,1.57,1.04,21.08,0.32,Buy
1386,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1387,0.09,0.19,1.69,-0.01,1.17,40.75,0.98,4.88,0.04,Buy
1388,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1389,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1390,0.09,0.19,0.51,0.0,-1.22,5.23,0.12,10.82,0.09,Buy
1391,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1392,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1393,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1394,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1395,0.09,0.19,1.73,0.0,2.95,-16.78,0.04,5.57,0.06,Buy
1396,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1397,0.09,0.19,2.39,0.49,2.95,2.43,0.13,0.43,0.06,Buy
1398,0.09,0.19,1.73,0.32,4.74,40.9,0.79,3.82,0.02,Buy
1399,0.09,0.19,1.73,0.0,1.32,13.61,0.49,4.18,0.09,Buy
1400,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1401,0.09,0.19,2.8,-0.79,-0.61,0.6,0.75,2.73,0.11,Buy
1402,0.09,0.19,1.73,0.0,-0.18,-0.13,0.05,2.09,0.06,Buy
1403,0.14,0.23,1.04,0.2,6.01,18.05,0.92,2.92,0.02,Buy
1404,0.03,0.41,1.73,0.36,-0.89,80.45,0.88,2.39,0.06,Buy
1405,0.09,0.19,1.73,-0.14,0.02,3.23,0.93,0.69,0.01,Buy
1406,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1407,0.17,-0.05,0.66,0.11,3.1,24.22,0.86,3.49,0.03,Buy
1408,0.09,0.19,1.73,0.0,-0.88,-0.41,0.07,9.8,0.12,Buy
1409,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1410,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1411,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1412,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1413,0.09,0.19,2.25,0.06,4.03,16.19,0.94,3.37,0.03,Buy
1414,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1415,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1416,-0.12,0.33,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1417,0.09,0.19,1.73,0.0,-2.11,-12.79,0.29,2.81,0.03,Buy
1418,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1419,0.09,0.19,-0.3,-0.8,-0.07,1.15,0.16,5.63,0.09,Buy
1420,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1421,0.14,0.55,0.95,0.24,9.38,8.78,0.88,1.63,0.01,Buy
1422,0.09,0.19,1.76,-0.84,-1.52,7.28,0.65,6.97,0.06,Buy
1423,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1424,0.09,0.19,0.92,-0.05,0.57,17.32,0.95,0.59,0.01,Buy
1425,0.09,0.19,-1.29,0.0,-6.26,10.06,0.66,28.67,0.4,Buy
1426,0.09,0.19,2.01,-0.09,1.75,5.32,0.93,3.22,0.02,Buy
1427,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1428,0.09,0.19,1.64,-0.03,1.24,9.12,0.93,7.79,0.08,Buy
1429,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1430,0.09,0.19,1.73,0.0,2.95,-0.64,0.01,0.59,0.02,Buy
1431,0.09,0.19,1.49,0.1,4.43,28.07,1.05,15.34,0.22,Buy
1432,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1433,0.09,0.19,1.73,-0.01,-1.3,70.94,0.47,3.16,0.06,Buy
1434,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1435,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1436,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1437,0.09,0.19,1.73,0.0,-1.73,-77.11,0.41,1.47,0.01,Buy
1438,0.09,0.19,1.46,0.0,-0.27,0.98,0.13,0.27,0.06,Buy
1439,0.09,0.19,1.73,0.0,-1.86,5.13,0.2,1.86,0.03,Buy
1440,0.09,0.19,1.73,0.0,-1.93,2.63,0.77,0.65,0.13,Buy
1441,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1442,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1443,0.09,0.19,1.94,0.0,-3.64,5.55,0.38,7.26,0.04,Buy
1444,0.09,0.19,1.73,0.0,-1.33,3.73,0.34,5.8,0.06,Buy
1445,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1446,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1447,0.09,0.19,1.73,0.4,4.46,37.59,0.73,3.84,0.01,Buy
1448,0.09,0.19,1.73,0.0,-2.5,1.17,0.55,5.82,0.04,Buy
1449,0.09,0.19,-0.62,0.16,2.47,130.0,0.05,0.12,0.06,Buy
1450,0.09,0.19,0.96,0.31,4.81,53.14,0.88,13.14,0.08,Buy
1451,0.09,0.19,1.73,-2.17,-0.37,1.75,0.31,2.86,0.06,Buy
1452,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1453,0.09,0.19,2.17,0.0,-0.61,0.47,0.57,2.31,0.05,Buy
1454,0.09,0.19,1.55,0.0,-0.87,0.92,0.09,0.16,0.06,Buy
1455,0.09,0.19,2.85,0.0,-2.36,2.86,0.15,3.17,0.09,Buy
1456,0.09,0.19,1.65,0.46,2.07,4.64,0.65,0.93,0.05,Buy
1457,0.09,0.19,1.73,-0.07,0.23,2.47,0.15,2.19,0.09,Buy
1458,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1459,0.09,0.19,2.23,-2.2,-3.25,4.61,1.07,10.72,0.1,Buy
1460,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1461,0.1,0.42,1.03,0.21,12.87,36.12,0.87,1.44,0.01,Buy
1462,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1463,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
1464,0.09,0.19,1.73,0.0,2.95,2.56,0.16,1.47,0.06,Buy
1465,0.09,0.19,1.73,0.0,-2.58,5.87,0.93,1.51,0.01,Buy
1466,0.06,0.18,0.83,0.0,-2.25,4.81,1.06,11.59,0.12,Buy
1467,0.0,0.11,1.33,0.16,6.14,50.57,0.67,5.77,0.05,Buy
1468,0.09,0.19,0.12,-1.57,0.45,1.69,0.0,0.02,0.06,Buy
1469,0.09,0.19,1.73,0.0,-1.77,8.23,0.41,7.13,0.09,Buy
1470,0.09,0.19,1.73,-0.01,0.23,0.94,0.08,1.6,0.02,Buy
1471,0.09,0.19,1.73,0.01,2.95,130.0,0.65,4.69,0.06,Buy
